táimid	ˈt̪ˠɑːmʲədʲ
ifreann	ˈɪfʲɾʲən̪ˠ
pilibín	ˈpʲɪlʲəbʲiːnʲ
ala	ˈalˠə
ním	n̠ʲiːmʲ
dreo	dʲɾʲoː
bogach	ˈbˠɔɡəx
salainn	ˈsˠalˠən̠ʲ
salachar	ˈsˠalˠəxəɾˠ
thíos	hiːsˠ
meáití	ˈmʲɑːtʲiː
cac	kak
sabhdán	ˈsˠaud̪ˠɑːnˠ
sa mbaile	sˠə ˈmˠalʲə
chat	xat̪ˠ
feictear	ˈfʲɛctʲəɾˠ
Cillian	ˈcɪl̠ʲiənˠ
féasta	ˈfʲeːsˠt̪ˠə
rún	ɾˠuːnˠ
clástrafóibe	ˈklˠɑːsˠt̪ˠɾˠəfˠoːbʲə
fheicinn	ˈɛcɪn̠ʲ
dhorcha	ˈɣɔɾˠəxə
luime	ˈl̪ˠɪmʲə
súgartha	ˈsˠuːɡəɾˠhə
créatúr	ˈcɾʲeːt̪ˠuːɾˠ
druide	ˈd̪ˠɾˠɪdʲə
aerach	ˈeːɾˠəx
ruaille buaille	ˌɾˠuəl̠ʲə ˈbˠuəl̠ʲə
ruaigim	ˈɾˠuəɟɪmʲ
rua	ɾˠuə
rr	ɾˠ
séidim	ˈʃeːdʲəmʲ
dian	dʲiənˠ
blian	bʲlʲiənˠ
cian	ciənˠ
leithead	ˈl̠ʲɛhəd̪ˠ
bheirimid	ˈvʲɛɾʲəmʲədʲ
thiarna	ˈhiəɾˠn̪ˠə
coite	ˈkɔtʲə
bhfiacha	ˈvʲiəxə
rochtain	ˈɾˠɔxt̪ˠənʲ
stól	sˠt̪ˠoːlˠ
cósta	ˈkoːsˠt̪ˠə
cantalach	ˈkan̪ˠt̪ˠəlˠəx
barra	ˈbˠaɾˠə
tur	t̪ˠʊɾˠ
mainistreach	ˈmˠanʲəʃtʲɾʲəx
scóráil	ˈsˠkoːɾˠɑːlʲ
rincí	ˈɾˠɪɲciː
scéimh	ʃceːvʲ
mairt	mˠaɾˠtʲ
boscaí	ˈbˠɔsˠkiː
dhún	ɣuːnˠ
riach	ɾˠiəx
rachaidh	ˈɾˠaxə
bréag	bʲɾʲeːɡ
gasóg	ˈɡasˠoːɡ
púdar	ˈpˠuːd̪ˠəɾˠ
casóg	ˈkasˠoːɡ
púca	ˈpˠuːkə
cloisteála	ˈklˠɔʃtʲɑːlˠə
chuiris	ˈxɪɾʲəʃ
pósta	ˈpˠoːsˠt̪ˠə
cléibh	clʲeːvʲ
pósad	ˈpˠoːsˠəd̪ˠ
cuimil	ˈkɪmʲəlʲ
ndiaidh	n̠ʲiə
-ím	iːmʲ
craiceann	ˈkɾˠæcən̪ˠ
póg	pˠoːɡ
cuireann	ˈkɪɾʲən̪ˠ
naoscach	ˈn̪ˠiːsˠkəx
tríú	tʲɾʲiːuː
píotsa	ˈpʲiːt̪ˠsˠə
fheileann	ˈɛlʲən̪ˠ
thapa	ˈhapˠə
shíl	hiːlʲ
lasta	ˈl̪ˠasˠt̪ˠə
pící	ˈpʲiːciː
píbe	ˈpʲiːbʲə
huaireanta	ˈhuəɾʲən̪ˠt̪ˠə
chluais	xlˠuəʃ
punt	pˠʊn̪ˠt̪ˠ
dT	d̪ˠ
duitse	ˈd̪ˠɪtʲʃə
próis	pˠɾˠoːʃ
molann	ˈmˠɔlˠən̪ˠ
prás	pˠɾˠɑːsˠ
sméar	sˠmʲeːɾˠ
dois	d̪ˠɔʃ
marcach	ˈmˠaɾˠkəx
post	pˠɔsˠt̪ˠ
aois	iːʃ
giorracht	ˈɟiɾˠəxt̪ˠ
milse	ˈmʲɪl̠ʲʃə
channa	ˈxan̪ˠə
pléisiúr	ˈpʲlʲeːʃuːɾˠ
pláinéid	ˈpˠlˠɑːnʲeːdʲ
pláinéad	ˈpˠlˠɑːnʲeːd̪ˠ
ró	ɾˠoː
lúib	l̪ˠuːbʲ
hois	hɪʃ
daltach	ˈd̪ˠal̪ˠt̪ˠəx
léití	ˈl̠ʲeːtʲiː
ath-	ah
anraith	ˈan̪ˠɾˠəh
bríce	ˈbʲɾʲiːcɪ
bhó	woː
cúig	kuːɟ
beirigí	ˈbʲɛɾʲɪɟiː
pioc	pʲʊk
malairt	ˈmˠalˠəɾˠtʲ
cuingir	ˈkiɲəɾʲ
dreama	ˈdʲɾʲamˠə
briosc	bʲɾʲɪsˠk
cheada	ˈçad̪ˠə
bhairéad	ˈwaɾʲeːd̪ˠ
éadroma	ˈeːd̪ˠɾˠəmˠə
ciorcal	ˈciɾˠkəlˠ
bharúil	ˈwaɾˠuːlʲ
bhfarraigí	ˈwaɾˠəɟiː
nílid	ˈnʲiːlʲɪdʲ
gciseanna	ˈɟɪʃən̪ˠə
cúil	kuːlʲ
mbeid	mʲɛdʲ
glasóg	ˈɡlˠasˠoːɡ
lice	ˈl̠ʲɪcɪ
dóchas	ˈd̪ˠoːxəsˠ
maidhm	mˠəimʲ
pheata	ˈfʲat̪ˠə
pice	ˈpʲɪcɪ
suím	sˠiːmʲ
guaillí	ˈɡuəl̠ʲiː
rúin	ɾˠuːnʲ
paragraf	ˈpˠaɾˠəɡɾˠafˠ
craobhach	ˈkɾˠiːwəx
sail	sˠalʲ
ormsa	ˈɔɾˠəmˠsˠə
múin	mˠuːnʲ
súil	sˠuːlʲ
leathan	ˈl̠ʲahənˠ
chéid	çeːdʲ
desean	ˈdʲɛʃənˠ
Donncha	ˈd̪ˠʊn̪ˠəxə
ghoib	ɣɪbʲ
pise	ˈpʲɪʃə
oireachtas	ˈɛɾʲəxt̪ˠəsˠ
dúin	d̪ˠuːnʲ
mise	ˈmʲiʃə
oideachas	ˈɛdʲəxəsˠ
geocán	ˈɟoːkɑːnˠ
oideachais	ˈɛdʲəxəʃ
báisín	ˈbˠɑːʃiːnʲ
dáimh	d̪ˠɑːvʲ
cá mhéad	kɑːˈvʲeːd̪ˠ
boiriceach	ˈbˠɛɾʲɪcəx
beannacht	ˈbʲan̪ˠəxt̪ˠ
boireannach	ˈbˠɛɾʲən̪ˠəx
obair	ˈɔbˠəɾʲ
critic	ˈcɾʲɪtʲɪc
tor	t̪ˠɔɾˠ
Pilib	ˈpʲɪlʲəbʲ
bheimid	ˈvʲɛmʲədʲ
caoi	kiː
crap	kɾˠapˠ
nglacfaidh	ˈŋlˠakə
máistreás	ˈmˠɑːʃtʲɾʲɑːsˠ
saoi	sˠiː
mire	ˈmʲɪɾʲə
díreach	ˈdʲiːɾʲəx
phíopa	ˈfʲiːpˠə
níl	n̠ʲiːlʲ
ní hea	n̠ʲiːˈha
ceachtanna	ˈcaxt̪ˠən̪ˠə
náire	ˈn̪ˠɑːɾʲə
bhínn	vʲiːn̠ʲ
éistim	ˈeːʃtʲəmʲ
aice	ˈacɪ
baisc	bˠaʃc
bhfeaca	ˈvʲakə
thit	hitʲ
caith	ka
nua	n̪ˠuː
éagaoin	ˈeːɡiːnʲ
nimis	ˈn̠ʲɪmʲɪʃ
mhuir	wɪɾʲ
baiste	ˈbˠaʃtʲə
imeartas focal	ˈɪmʲəɾˠt̪ˠəsˠ ˈfˠɔkəlˠ
chóisir	ˈxoːʃəɾʲ
ngéig	ɲeːɟ
caoiche	ˈkiːçə
chuir	xɪɾʲ
bigil	ˈbʲɪɟɪlʲ
uí	iː
cótán	ˈkoːt̪ˠɑːnˠ
gigil	ˈɟɪɟɪlʲ
bhán	wɑːnˠ
dialann	ˈdʲiəlˠən̪ˠ
ngeasa	ˈɲasˠə
ngealach	ˈɲalˠəx
blagaid	ˈbˠlˠaɡədʲ
ngad	ŋad̪ˠ
mbuailte	ˈmˠuəl̠ʲtʲə
luite	ˈl̪ˠɪtʲə
paiste	ˈpˠaʃtʲə
gibe	ˈɟɪbʲə
maistín	ˈmˠaʃtʲiːnʲ
ndiúc	n̠ʲuːk
diúc	dʲuːk
pós	pˠoːsˠ
Liatroim	ˈl̠ʲiət̪ˠɾˠəmʲ
gaiste	ˈɡaʃtʲə
chosa	ˈxɔsˠə
carraigín	ˈkaɾˠɪɟiːnʲ
n-os	n̪ˠɔsˠ
Abcáisis	ˈabˠkaːʃɪʃ
cíos	ciːsˠ
cathain	ˈkahənʲ
copar	ˈkopˠəɾˠ
gheibh	jɛvʲ
shíníomar	ˈhiːnʲiːmˠəɾˠ
múr	mˠuːɾˠ
deachaigh	ˈdʲaxə
dealbhóir	ˈdʲalˠəwoːɾʲ
Eithne	ˈɛhnʲə
móir	mˠoːɾʲ
mód	mˠoːd̪ˠ
mó	mˠoː
mír	mʲiːɾʲ
orainne	ˈɔɾˠən̠ʲə
míonna	ˈmʲiːn̪ˠə
cuma	ˈkʊmˠə
naí	n̪ˠiː
méir	mʲeːɾʲ
meacan	ˈmʲakənˠ
linn	lʲɪn̠ʲ
áiféis	ˈɑːfʲeːʃ
cairt	kaɾˠtʲ
spórt	sˠpˠoːɾˠt̪ˠ
fágáil	ˈfˠɑːɡɑːlʲ
asainne	ˈasˠən̠ʲə
máistreása	ˈmˠɑːʃtʲɾʲɑːsˠə
croisín	ˈkɾˠɔʃiːnʲ
ábalta	ˈɑːbˠəl̪ˠt̪ˠə
ndóchas	ˈn̪ˠoːxəsˠ
choil	xɛlʲ
muirear	ˈmˠɪɾʲəɾˠ
muir	mˠɪɾʲ
muineál	ˈmˠɪnʲɑːlˠ
cloch	klˠɔx
circ	cɪɾʲc
Dochartach	ˈd̪ˠɔxəɾˠt̪ˠəx
airc	aɾʲc
falsa	ˈfˠal̪ˠsˠə
Máirín	ˈmˠɑːɾʲiːnʲ
tharainn	ˈhaɾˠən̠ʲ
cigire	ˈcɪɟɪɾʲə
mithid	ˈmʲihədʲ
chor	xɔɾˠ
taibhse	ˈt̪ˠavʲʃə
bead	bʲɛd̪ˠ
málaí	ˈmˠɑːlˠiː
seala	ˈʃalˠə
náireach	ˈn̪ˠɑːɾʲəx
maoilín	ˈmˠiːlʲiːnʲ
haoire	ˈhiːɾʲə
mhilis	ˈvʲɪlʲəʃ
thiocfá	ˈhʊkfˠɑː
fosta	ˈfˠɔsˠt̪ˠə
daoire	ˈd̪ˠiːɾʲə
bpéin	bʲeːnʲ
fuadach	ˈfˠuəd̪ˠəx
bpáiste	ˈbˠɑːʃtʲə
aichear	ˈaçəɾˠ
feascar	ˈfʲasˠkəɾˠ
Colmán	ˈkɔlˠəmˠɑːnˠ
sacsafón	ˈsˠaksˠəfˠoːnˠ
meara	ˈmʲaɾˠə
geala	ˈɟalˠə
bútarach	ˈbˠuːt̪ˠəɾˠəx
éad	eːd̪ˠ
peileadóir	ˈpʲɛlʲəd̪ˠoːɾʲ
óir	oːɾʲ
mbá	mˠɑː
bileogach	ˈbʲɪlʲoːɡəx
chaoi	xiː
mbrise	ˈmʲɾʲɪʃə
mbrata	ˈmˠɾˠat̪ˠə
Dé Céadaoin	dʲeː ˈceːd̪ˠiːnʲ
t-os	t̪ˠɔsˠ
bál	bˠɑːlˠ
marú	ˈmˠaɾˠuː
marfach	ˈmˠaɾˠəfˠəx
marc	mˠaɾˠk
mapaí	ˈmˠapˠiː
scoile	ˈsˠkɞlʲə
uireaspach	ˈɪɾʲəsˠpˠəx
maos	mˠiːsˠ
dún	d̪ˠuːnˠ
Bhríd	vʲɾʲiːdʲ
táille	ˈt̪ˠɑːl̠ʲə
meaitseanna	ˈmʲatʲʃən̪ˠə
goirín	ˈɡɪɾʲiːnʲ
clog	klˠoɡ
foclóirí	ˈfˠɔklˠoːɾʲiː
lasann	ˈl̪ˠasˠən̪ˠ
seál	ʃɑːlˠ
maoil	mˠiːlʲ
coda	ˈkɔd̪ˠə
do-	d̪ˠɔ
mhadraí	ˈwad̪ˠɾˠiː
Sheoirse	ˈçoːɾˠʃə
tric	tʲɾʲɪc
dona	ˈd̪ˠɔn̪ˠə
gleo	ɟlʲoː
pógfaidh	ˈpˠoːkə
Pháras	ˈfˠɑːɾˠəsˠ
mairim	ˈmˠaɾʲəmʲ
ceiste	ˈcɛʃtʲə
treabhsar	ˈtʲɾʲəusˠəɾˠ
cóstaí	ˈkoːsˠt̪ˠiː
cruachan	ˈkɾˠuəxənˠ
tréin	tʲɾʲeːnʲ
foireann	ˈfˠɪɾʲən̪ˠ
breilsce	ˈbʲɾʲɪl̠ʲʃcɪ
obann	ˈɔbˠən̪ˠ
freagair	ˈfʲɾʲaɡəɾʲ
maca	ˈmˠakə
Stiofáin	ˈʃtʲʊfˠɑːnʲ
gile	ˈɟɪlʲə
Cúil Raithin	ˌkuːlʲ ˈɾˠahənʲ
uiliteoir	ˈɪlʲətʲoːɾʲ
Seoirse	ˈʃoːɾˠʃə
chodail	ˈxod̪ˠəlʲ
chualabhair	ˈxuəlˠəwəɾʲ
gréin	ɟɾʲeːnʲ
socair	ˈsˠɔkəɾʲ
áil	ɑːlʲ
báille	ˈbˠɑːl̠ʲə
téarma	ˈtʲeːɾˠmˠə
milliún	ˈmʲil̠ʲuːnˠ
greas	ɟɾʲasˠ
cabhsa	ˈkausˠə
ucht	ɔxt̪ˠ
guth	ɡu
chion	çɪnˠ
can	kanˠ
ban	bˠanˠ
eachra	ˈaxɾˠə
lúbtha	ˈl̪ˠuːpˠə
miúil	mʲuːlʲ
tóireacha	ˈt̪ˠoːɾʲəxə
bailiúchán	ˈbˠalʲuːxɑːnˠ
mogóir	ˈmˠɔɡoːɾʲ
grád	ɡɾˠɑːd̪ˠ
domsa	ˈd̪ˠɔmˠsˠə
línéadach	ˈl̠ʲiːnʲeːd̪ˠəx
ocht	ɔxt̪ˠ
mhiste	ˈvʲɪʃtʲə
measa	ˈmʲasˠə
muc	mˠʊk
feiceann	ˈfʲɛcən̪ˠ
ghrása	ˈɣɾˠɑːsˠə
leiceann	ˈl̠ʲɛcən̪ˠ
mág	mˠɑːɡ
sín	ʃiːnʲ
méalach	ˈmʲeːlˠəx
fichidí	ˈfʲɪçɪdʲiː
tochas	ˈt̪ˠɔxəsˠ
fágaim	ˈfˠɑːɡəmʲ
bhris	vʲɾʲɪʃ
acht	axt̪ˠ
luaim	l̪ˠuəmʲ
Sasanach	ˈsˠasˠən̪ˠəx
imreas	ˈimʲɾʲəsˠ
maoth	mˠiː
liúr	lʲuːɾˠ
bhróga	ˈwɾˠoːɡə
chloisteáil	ˈxlˠɔʃtʲɑːlʲ
corrú	ˈkɔɾˠuː
brocach	ˈbˠɾˠokəx
breoite	ˈbʲɾʲoːtʲə
linne	ˈl̠ʲɪn̠ʲə
cosc	kɔsˠk
ligim	ˈlʲɪɟɪmʲ
tig	tʲɪɟ
leoga	ˈl̠ʲoːɡə
leo	l̠ʲoː
eascaine	ˈasˠkənʲə
lannach	ˈl̪ˠan̪ˠəx
maime	ˈmˠamʲə
cheal	çalˠ
óinsí	ˈoːn̠ʲʃiː
carráistí	ˈkɞɾˠɑːʃtʲiː
leas	l̠ʲasˠ
big	bʲɪɟ
nia	n̠ʲiə
brád	bˠɾˠɑːd̪ˠ
mhine	ˈvʲɪnʲə
gceárta	ˈɟɑːɾˠt̪ˠə
leaga	ˈl̠ʲaɡə
dhéag	jeːɡ
ngarraí	ˈŋaɾˠiː
hathruithe	ˈhahɾˠɪhə
crotach	ˈkɾˠɔt̪ˠəx
Muineachán	ˈmˠɪnʲəxɑːnˠ
tógálaí	ˈt̪ˠoːɡaːlˠiː
brad	bˠɾˠad̪ˠ
inín	ˈɪnʲiːnʲ
chnáimh	xɾˠɑːvʲ
lagar	ˈl̪ˠaɡəɾˠ
rugais	ˈɾˠʊɡəʃ
itheann	ˈihən̪ˠ
ceachtar	ˈcaxt̪ˠəɾˠ
dtiarna	ˈdʲiəɾˠn̪ˠə
taifead	ˈt̪ˠafʲəd̪ˠ
leathar	ˈl̠ʲahəɾˠ
bhoid	wɪdʲ
mabóg	ˈmˠabˠoːɡ
Baile na Mainistreach	ˌbˠalʲə n̪ˠə ˈmˠanʲəʃtʲɾʲəx
dochtúr	ˈd̪ˠɔxt̪ˠuːɾˠ
oisín	ˈɔʃiːnʲ
díth	dʲiː
murar	ˈmˠʊɾˠəɾˠ
puis	pˠɪʃ
biail	bʲiəlʲ
pasam	ˈpˠasˠəmˠ
eolais	ˈoːlˠəʃ
imir	ˈɪmʲəɾʲ
madra uisce	ˈmˠad̪ˠɾˠə ˈɪʃcɪ
imeanna	ˈɪmʲən̪ˠə
pheacaí	ˈfʲakiː
báire	ˈbˠɑːɾʲə
grinne	ˈɟɾʲɪn̠ʲə
spól	sˠpˠoːlˠ
síth	ʃiː
coille	ˈkɞl̠ʲə
thuama	ˈhuəmˠə
i ndísc	əˈn̠ʲiːʃc
chímid	ˈçiːmʲɪdʲ
sonra	ˈsˠɔn̪ˠɾˠə
éabhlóideach	ˈeːvˠlˠoːdʲəx
i bhfad	əˈwad̪ˠ
hithe	ˈhɪhə
chaol	xiːlˠ
thlig	hlʲɪɟ
feiceáil	ˈfʲɛcɑːlʲ
rinneadar	ˈɾˠɪn̠ʲəd̪ˠəɾˠ
deasa	ˈdʲasˠə
easparta	ˈasˠpˠəɾˠt̪ˠə
dúnta	ˈd̪ˠuːn̪ˠt̪ˠə
Leitir Ceanainn	ˌl̠ʲɛtʲəɾʲ ˈcan̪ˠən̠ʲ
caoile	ˈkiːlʲə
ceoil	coːlʲ
mhaol	wiːlˠ
brise	ˈbʲɾʲɪʃə
gí	ɟiː
Protastúnach	ˈpˠɾˠɔt̪ˠəsˠt̪ˠuːn̪ˠəx
tóraíocht	ˈt̪ˠoːɾˠiːəxt̪ˠ
puca	ˈpˠʊkə
géibheannach	ˈɟeːvʲən̪ˠəx
cloinne	ˈklˠɪn̠ʲə
Caitlín	ˈkatʲlʲiːnʲ
páiste	ˈpˠɑːʃtʲə
airgead	ˈaɾʲəɟəd̪ˠ
pálás	ˈpˠɑːlˠɑːsˠ
gustal	ˈɡʊsˠt̪ˠəlˠ
bhláth	wlˠɑː
thuilleamaí	ˈhɪl̠ʲəmˠiː
smidiríní	ˈsˠmʲɪdʲəɾʲiːnʲiː
saoir	sˠiːɾʲ
píoba	ˈpʲiːbˠə
díotsa	ˈdʲiːt̪ˠsˠə
Antaine	ˈan̪ˠt̪ˠənʲə
treoir	tʲɾʲoːɾʲ
cheatha	ˈçahə
threo	hɾʲoː
grús	ɡɾˠuːsˠ
bheatha	ˈvʲahə
zae	zeː
ciseán	ˈcɪʃɑːnˠ
bheirid	ˈvʲɛɾʲədʲ
Bríd	bʲɾʲiːdʲ
ursan	ˈʊɾˠsˠənˠ
spéis	sˠpʲeːʃ
milseog	ˈmʲɪl̠ʲʃoːɡ
mbriseanna	ˈmʲɾʲɪʃən̪ˠə
Rinne	ˈɾˠɪn̠ʲə
philéir	ˈfʲɪlʲeːɾʲ
gorach	ˈɡɔɾˠəx
ranna	ˈɾˠan̪ˠə
buarach	ˈbˠuəɾˠəx
cuarach	ˈkuəɾˠəx
goilí	ˈɡɛlʲiː
go héag	ɡəˈheːɡ
Inide	ˈɪnʲədʲə
go dtí	ɡəˈdʲiː
luachmhar	ˈl̪ˠuəxwəɾˠ
bhfaca	ˈwakə
díosal	ˈdʲiːsˠəlˠ
i ndiaidh	əˈn̠ʲiə
ar cuairt	ɛɾʲˈkuəɾˠtʲ
rince	ˈɾˠɪɲcɪ
thúis	huːʃ
dris	dʲɾʲɪʃ
tuitim	ˈt̪ˠɪtʲəmʲ
fhuinneoig	ˈɪn̠ʲoːɟ
Fhranca	ˈɾˠaŋkə
feo	fʲoː
leagaim	ˈl̠ʲaɡəmʲ
áille	ˈɑːl̠ʲə
íocaim	ˈiːkəmʲ
goirme	ˈɡɪɾʲəmʲə
ceo	coː
cuain	kuənʲ
dearcaim	ˈdʲaɾˠkəmʲ
ghráin	ɣɾˠɑːnʲ
iris	ˈɪɾʲəʃ
teaghlach	ˈtʲəilˠəx
chéim	çeːmʲ
úinéara	ˈuːnʲeːɾˠə
ghlas	ɣlˠasˠ
simplí	ˈʃɪmʲpʲlʲiː
folcaim	ˈfˠɔl̪ˠkəmʲ
bhainne	ˈwan̠ʲə
chiliméadar	ˈçɪlʲəmʲeːd̪ˠəɾˠ
mhéir	vʲeːɾʲ
gcúinne	ˈɡuːn̠ʲə
reo	ɾˠoː
síofra	ˈʃiːfˠɾˠə
teo	tʲoː
gcuairt	ɡuəɾˠtʲ
nochtaim	ˈn̪ˠɔxt̪ˠəmʲ
fhéir	eːɾʲ
gcathair	ˈɡahəɾʲ
aga	ˈaɡə
sciúlán	ˈʃcuːlˠɑːnˠ
oifig	ˈɛfʲɪc
aeráid	ˈeːɾˠɑːdʲ
beirigh	ˈbʲɛɾʲiː
gair	ɡɛɾʲ
shaoil	hiːlʲ
coire	ˈkɛɾʲə
ropa	ˈɾˠɔpˠə
fúinne	ˈfˠuːn̠ʲə
Daingean	ˈd̪ˠaŋənˠ
úth	uː
fón	fˠoːnˠ
fíor	fʲiːɾˠ
rísín	ˈɾˠiːʃiːnʲ
fíniúin	ˈfʲiːnʲuːnʲ
fíbín	ˈfʲiːbʲiːnʲ
n-ail	n̪ˠalʲ
féar	fʲeːɾˠ
féadann	ˈfʲeːd̪ˠən̪ˠ
ciseanna	ˈcɪʃən̪ˠə
seánra	ˈʃɑːn̪ˠɾˠə
fuilimid	ˈfˠɪlʲəmʲədʲ
Lorgain	ˈl̪ˠɔɾˠəɡənʲ
Airméin	ˈaɾʲəmʲeːnʲ
dhuit	ɣɪtʲ
cheithre	ˈçɛɾʲə
ríthe	ˈɾˠiːhə
ó shin	oː ˈhɪnʲ
fleá	fʲlʲɑː
áirím	ˈɑːɾʲiːmʲ
fireann	ˈfʲɪɾʲən̪ˠ
chrap	xɾˠapˠ
fine	ˈfʲɪnʲə
fiacail	ˈfʲiəkəlʲ
Neipeailis	ˈn̠ʲɛpʲalʲɪʃ
fhuip	ɪpʲ
éiceolaí	ˈeːcoːlˠiː
fhaire	ˈaɾʲə
feolta	ˈfʲoːl̪ˠt̪ˠə
feilméaraí	ˈfʲɛlʲəmʲeːɾˠiː
sos	sˠɔsˠ
ndlaoi	n̪ˠlˠiː
thithe	ˈhɪhɪ
dúras	ˈd̪ˠuːɾˠəsˠ
Thiarna	ˈhiəɾˠn̪ˠə
díbir	ˈdʲiːbʲəɾʲ
dóite	ˈd̪ˠoːtʲə
déag	dʲeːɡ
oráiste	ˈɔɾˠɑːʃtʲə
aicme	ˈacmʲə
dteach	dʲax
brúim	bˠɾˠuːmʲ
taobh	t̪ˠiːw
dise	ˈdʲɪʃə
bhuail	wuəlʲ
fhiacha	ˈiəxə
bháis	wɑːʃ
dhul	ɣʊlˠ
scóp	sˠkoːpˠ
casaoid	ˈkasˠiːdʲ
de bhrí go	dʲəˈvʲɾʲiː ɡə
dair	d̪ˠaɾʲ
gléasaim	ˈɟlʲeːsˠəmʲ
