word,tags,ipa,results,match,dolgo
'clibirt',,ˈclʲɪbʲəɾˠtʲ,ˈclʲɪbʲəɾʲtʲ,90,0.91
'pána',,ˈpˠɑːnˠə,ˈpˠɑːn̪ˠə,87,0.89
'féinchúis',,ˈfʲeːnʲˌxuːʃ,ˈfʲeːn̠̪ˠxúʃ,60,0.71
'lána',,ˈl̪ˠɑːnˠə,ˈlˠɑːn̪ˠə,75,0.80
'bheinn',,vʲɛn̠ʲ,vʲɛnʲ,80,0.83
'réal',,ɾˠeːlˠ, ɾˠeːl̪ˠ,ɾʲeːlˠ,80,0.83
'foide',,ˈfˠɛdʲə,ˈfˠɛdʲə,100,1.0
'taoschnó',,ˈt̪ˠiːsˠˌxɾˠoː,ˈt̪ˠiːsˠxɾˠoː,91,0.92
'rithim',,ˈɾˠɪhəmʲ,ˈɾʲɪhəmʲ,85,0.88
'lánúin',,ˈl̪ˠɑːnˠuːnʲ,ˈlˠɑːn̪ˠúnʲ,65,0.74
'ghob',,ɣɔbˠ,ɣɔbˠ,100,1.0
'bearr',,bʲɑːɾˠ,bʲaːɾˠ,81,0.85
'cearr',,cɑːɾˠ,caːɾˠ,77,0.82
'Vín',,vʲiːnʲ,viːnʲ,77,0.82
'prioc',,pʲɾʲʊk,ˈpʲɾʲiək,61,0.72
'áfach',,ˈɑːfˠəx,ˈɑːfˠəx,100,1.0
'bhíomar',,ˈvʲiːmˠəɾˠ,ˈvʲiːmˠəɾˠ,100,1.0
'buicéad',,ˈbˠʊceːd̪ˠ,ˈbˠɪceːd̪ˠ,87,0.89
'dlaoi',,d̪ˠlˠiː, d̪ˠl̪ˠiː,d̪ˠlˠiː,100,1.0
'de bhrí go',,dʲəˈvʲɾʲiː ɡə,dʲə ˈvʲɾʲiː ɡə,95,0.96
'mín',,mʲiːnʲ,mʲiːnʲ,100,1.0
'nín',,ˈn̠ʲiːnʲ,nʲiːnʲ,69,0.76
'díoltas',,ˈdʲiːl̪ˠt̪ˠəsˠ,ˈdʲiːl̠ˠt̪ˠəsˠ,95,0.96
'sín',,ʃiːnʲ,ʃiːnʲ,100,1.0
'idirghuí',,ˈɪdʲərʲˌɣiː,ˈɪdʲəɾˠɣuiː,73,0.79
'ardchlár',,ˈɑːɾˠd̪ˠˌxlˠɑːɾˠ,ˈɪɾˠəd̪ˠxlˠɑːɾˠ,75,0.81
'harm',,ˈhaɾˠəmˠ,haɾˠmˠ,69,0.76
'buachaillí',,ˈbuəxəlʲiː,ˈbˠuəxəlˠiː,76,0.81
'gcolanna',,ˈɡɔlˠən̪ˠə,ɡˈɔlˠən̪ˠə,77,0.82
'báinín',,ˈbˠɑːnʲiːnʲ,ˈbˠɑːnʲiːnʲ,100,1.0
'dín',,dʲiːnʲ,dʲiːnʲ,100,1.0
'céibh',,ceːvʲ,ceːvʲ,100,1.0
'meaits',,mʲatʲʃ,ˈmʲatʲʃ,81,0.85
'leo',,l̠ʲoː,lʲoː,75,0.80
'luide',,ˈl̪ˠɪdʲə,ˈlˠɪdʲə,85,0.88
'in aghaidh',,əˈn̪ˠəi,ˈɪn̪ˠ aiə,42,0.64
'reo',,ɾˠoː,ɾˠoː,100,1.0
'seo',,ʃɔ,ʃoː,40,0.62
'seala',,ˈʃalˠə, ˈʃal̪ˠə,ˈʃalˠə,100,1.0
'cóiriú',,ˈkoːɾʲuː,ˈkóɾʲuː,76,0.81
'án',,ˈɑːnˠ,ɑːn̪ˠ,55,0.69
'macánta',,ˈmakɑːn̪ˠt̪ˠə,ˈmˠɪkɑːn̪ˠt̪ˠə,83,0.86
'síolmhar',,ˈʃiːlˠwəɾˠ, ˈʃiːl̪ˠwəɾˠ,ˈʃiːl̠ˠwəɾˠ,94,0.95
'frása',,ˈfˠɾˠɑːsˠə,ˈfˠɾˠɑːsˠə,100,1.0
'grása',,ˈɡɾˠɑːsˠə,ˈɡɾˠɑːsˠə,100,1.0
'mustar',,ˈmˠʊsˠt̪ˠəɾˠ,ˈmˠʊsˠt̪ˠəɾˠ,100,1.0
'Iúr',,ən̠ʲˈtʲuːɾˠ,uːɾˠ,36,0.61
'ceo',,coː,coː,100,1.0
'craice',,ˈkɾˠacə,ˈkɾˠacə,100,1.0
'triall',,tʲɾʲiəl̪ˠ,ˈtʲɾʲiəlˠ,73,0.79
'nbhur',,nˠə,n̪ˠwʊɾˠ,33,0.60
'muide',,ˈmˠɪdʲə,ˈmˠɪdʲə,100,1.0
'cigilt',,ˈcɪɟɪlʲtʲ,ˈcɪɟɪl̠ʲtʲ,88,0.89
'nósanna',,n̪ˠoːsˠən̪ˠə, n̪ˠuːsˠən̪ˠə,ˈn̪ˠoːsˠən̪ˠə,90,0.92
'aithreacha',,ˈahɾʲəxə,ˈahɾʲəxə,100,1.0
'an rud a fhaightear go bog caitear go bog é',,ən̪ˠ ɾˠʊd̪ˠ ə aɪtʲəɾˠ ɡə bˠɔɡ kɑtʲəɾˠ ɡə bˠɔɡ eː,ənˠ ˈɾˠʊd̪ˠ ə atʲəɾˠ ɡə bˠɔɡ katʲəɾˠ ɡə bˠɪɟ eː,87,0.89
'deilbh',,ˈdʲɛlʲəvʲ,dʲɛl̠ʲvʲ,60,0.71
'mbrandaí',,ˈmˠɾˠan̪ˠd̪ˠiː,ˈmˠɾˠən̪ˠd̪ˠiː,91,0.92
'ghlactaí',,ˈɣlˠakt̪ˠiː, ˈɣl̪ˠakt̪ˠiː,lˠəkt̪ˠiː,64,0.74
'éilím',,ˈeːlʲiːmʲ,ˈeːlʲiːmʲ,100,1.0
'phearsa',,ˈfʲaɾˠsˠə,ˈfʲaɾˠsˠə,100,1.0
'ó',,oː,oː,100,1.0
'buarán',,ˈbˠuəɾˠaːnˠ,ˈbˠuəɾˠɑːn̪ˠ,80,0.84
''spáin',,spˠɑːnʲ,'sˠpˠɑːnʲ,78,0.82
'faigheann',,fˠɑːn̪ˠ,ˈfˠajən̪ˠ,57,0.70
'geala',,ˈɟalˠə,ˈɟalˠə,100,1.0
'fuarán',,ˈfˠuəɾˠɑːnˠ, ˈfˠuəɾˠɑːn̪ˠ,ˈfˠuəɾˠɑːn̪ˠ,100,1.0
'cuireann',,ˈkɪɾʲən̪ˠ,ˈkɪɾʲən̪ˠ,100,1.0
'liath',,l̠ʲiə,ˈlʲiəç,50,0.67
'daibhreas',,ˈd̪ˠɛvʲɾʲəsˠ,ˈd̪ˠavʲɾʲəsˠ,90,0.91
'gloine',,ˈɡlˠɪnʲə, ˈɡl̪ˠɪnʲə,ˈɡlˠɛnʲə,92,0.93
'murarbh',,ˈmˠʊɾˠəɾˠvˠ,ˈmˠʊɾˠəɾˠw,85,0.87
'séid',,ʃeːdʲ,ʃeːdʲ,100,1.0
'ramhra',,ˈɾˠəuɾˠə,ˈɾˠəuɾˠə,100,1.0
'caoile',,ˈkiːlʲə,ˈkiːlʲə,100,1.0
'Feardorcha',,ˈfʲaɾˠd̪ˠɔɾˠəxə,ˈfʲaɾˠəd̪ˠəɾˠxə,80,0.84
'sheal',,ˈhalˠ, ˈhal̪ˠ,halˠ,71,0.78
'aiceann',,ˈacən̪ˠ,ˈacən̪ˠ,100,1.0
'gcol',,ɡɔlˠ,ɡɔlˠ,100,1.0
'aoibhinn',,ˈiːvʲən̠ʲ,ˈiːvʲən̪ˠ,80,0.83
'Fionnghuala',,fʲɪn̪ˠˈuːəlˠə,ˈfʲiən̪ˠŋhuəlˠə,62,0.73
'brachán',,ˈbˠɾˠaxɑːnˠ, ˈbˠɾˠaxɑːn̪ˠ,ˈbˠɾˠəxɑːn̪ˠ,90,0.91
'céid',,ceːdʲ,ceːdʲ,100,1.0
'cruitireacht',,ˈkɾˠɪtʲəɾʲəxt̪ˠ,ˈkɾˠətʲəɾʲəxt̪ˠ,96,0.96
'chath',,xah,xaç,50,0.67
'dhath',,ɣa(h),ɣaç,50,0.67
'sealbh',,ˈʃalˠəvˠ,ʃal̪ˠw,38,0.62
'maoile',,mˠiːlʲə,ˈmˠiːlʲə,84,0.87
'chaoi',,xiː,xiː,100,1.0
'chítear',,ˈçiːtʲəɾˠ,ˈçiːtʲəɾˠ,100,1.0
'mire',,ˈmʲɪɾʲə,ˈmʲɪɾʲə,100,1.0
'ghnó',,ɣɾˠoː, ɣɾˠuː,n̪ˠoː,55,0.69
'sabhdán',,ˈsˠaud̪ˠɑːnˠ, ˈsˠaud̪ˠɑːn̪ˠ,ˈsˠɪd̪ˠɑːn̪ˠ,90,0.91
'colanna',,ˈkɔlˠən̪ˠə,ˈkɔlˠən̪ˠə,100,1.0
'chairde',,ˈxɑːɾˠdʲə,ˈxaɾʲədʲə,56,0.70
'séidim',,ˈʃeːdʲəmʲ,ˈʃeːdʲəmʲ,100,1.0
'nílim',,ˈnʲiːlʲɪmʲ,ˈnʲiːlʲəmʲ,93,0.94
'Éabha',,ˈeːwə,ˈeːwə,100,1.0
'gcis',,ɟɪʃ,ɟɪʃ,100,1.0
'ciumhaiseanna',,ˈcuːʃən̪ˠə,ˈcəuəʃən̪ˠə,78,0.83
'dream',,dʲɾʲamˠ,dʲɾʲamˠ,100,1.0
'pháirc',,fˠaːɾʲc,fˠɑːɾʲc,83,0.86
'cábán',,ˈkɑːbˠɑːnˠ, ˈkɑːbˠɑːn̪ˠ,ˈkɑːbˠɑːn̪ˠ,100,1.0
'dté',,dʲeː,dʲeː,100,1.0
'triail',,tʲɾʲiːɑːlʲ,ˈtʲɾʲiəlʲ,58,0.71
'amais',,ˈamˠəʃ,ˈamˠəʃ,100,1.0
'prácás',,ˈpˠɾˠɑːkɑːsˠ,ˈpˠɾˠɑːkɑːsˠ,100,1.0
'chuarta',,xuəɾˠt̪ˠə,ˈxuəɾˠt̪ˠə,88,0.89
'airím',,ˈaɾʲiːmʲ,ˈaɾʲiːmʲ,100,1.0
'Tomáisín',,ˈt̪ˠʊmˠɑːʃiːnʲ,ˈt̪ˠʊmˠɑːʃiːnʲ,100,1.0
'gcairde',,ˈɡɑːɾˠdʲə,ɡˈaɾʲədʲə,41,0.63
'bhFionlainn',,ˈvʲɪnlˠən̠ʲ,vʲˈiən̪ˠlˠən̪ˠ,43,0.64
'faoi dhó',,fˠiː ˈɣoː,fˠiː ɣoː,85,0.88
'phioc',,fʲʊk,ˈfʲiək,44,0.64
'Béal Feirste',,ˌbʲeːlˠ ˈfʲɛɾˠʃtʲə, ˌbʲeːl̪ˠ ˈfʲɛɾˠʃtʲə,ˈbʲeːlʲ fʲɛɾʲʃtʲə,76,0.81
'clanna',,ˈklˠan̪ˠə,ˈklˠan̪ˠə,100,1.0
'fríod',,fʲɾʲiːd̪ˠ,fʲɾʲiːdʲ,73,0.79
'dócha',,ˈd̪ˠoːxə,ˈd̪ˠoːxə,100,1.0
'lianna',,ˈl̠ʲiən̪ˠə,ˈlʲiən̪ˠə,88,0.89
'dícheall',,ˈdʲiːçəl̪ˠ,ˈdʲiːçəlˠ,88,0.89
'ballach',,ˈbˠal̪ˠəx,ˈbˠalˠəx,85,0.88
'Éadaoin',,ˈeːdʲiːnʲ,ˈeːd̪ˠiːnʲ,75,0.80
'Saoirse',,ˈsˠiːɾˠʃə,ˈsˠiːɾʲʃə,87,0.89
'nócha',,ˈn̪ˠoːxə,ˈn̪ˠoːxə,100,1.0
'timpiste',,ˈtʲɪmˠpˠəʃtʲə,ˈtʲɪmʲpʲəʃtʲə,81,0.85
'dearfa',,ˈdʲaɾˠəfˠə,ˈdʲaɾˠfˠə,88,0.89
'aineolaí',,ˈaːn̪ˠoːl̪ˠiː,ˈanʲoːlˠiː,61,0.72
'ód',,oːd̪ˠ,oːd̪ˠ,100,1.0
'crúibín',,ˈkɾˠuːbʲiːnʲ,ˈkɾˠúbʲiːnʲ,84,0.86
'Dáil Éireann',,d̪ˠɑːlʲ ˈeːɾʲən̪ˠ,ˈd̪ˠɑːlʲ eːɾʲən̪ˠ,86,0.88
'-ófar',,oˠhəɾˠ,-ˈoːfˠəɾˠ,53,0.68
'díbir',,ˈdʲiːbʲəɾʲ,ˈdʲiːbʲəɾʲ,100,1.0
'd'fhógair',,ˈd̪ˠoːɡəɾʲ,d̪ˠ'oːɡəɾʲ,83,0.86
'ceannas',,ˈcan̪ˠəsˠ,ˈcan̪ˠəsˠ,100,1.0
'rúnda',,ˈɾˠuːn̪ˠd̪ˠə,ˈɾˠuːn̪ˠd̪ˠə,100,1.0
'cupáin',,ˈkʊpˠɑːnʲ,ˈkʊpˠɑːnʲ,100,1.0
'inár gcoinne',,ən̪ˠɑːɾˠ ˈɡɪn̠ʲə,ˈɪn̪ˠɑːɾˠ ɡɛnʲə,72,0.78
'ceist',,cɛʃtʲ,cɛʃtʲ,100,1.0
'seabhaic',,ˈʃau(ɪ)c,ˈʃəuəc,54,0.69
'ghliocacht',,ˈjlʲɪkəxt̪ˠ, ˈʝlʲɪkəxt̪ˠ,lʲiəkəxt̪ˠ,70,0.77
'éadaí',,ˈeːd̪ˠiə, ˈeːd̪ˠiː, ˈeːd̪ˠə,ˈeːd̪ˠiː,100,1.0
'trócaire',,ˈt̪ˠɾˠoːcɾʲə, ˈt̪ˠɾˠoːkəɾʲə,ˈt̪ˠɾˠoːkəɾʲə,100,1.0
'ghaiscíocha',,ˈɣaʃciːxə,ˈɣaʃciːxə,100,1.0
'déarfad',,ˈdʲeːɾˠ(h)əd̪ˠ,ˈdʲeːɾˠfˠəd̪ˠ,86,0.88
'-san',,sˠənˠ, sˠən̪ˠ,-sˠan̪ˠ,70,0.77
'béil',,bʲeːlʲ,bʲeːlʲ,100,1.0
'tuath',,t̪ˠuə,t̪ˠuəç,80,0.83
'tréig',,tʲɾʲeːɟ,tʲɾʲeːc,83,0.86
'fuath',,fˠuə, fˠɪə,fˠuəç,75,0.80
'cearc ghoir',,ˈcaɾˠk ˈɣɪɾʲ,ˈcaɾˠk ɣɔɾˠ,75,0.80
''un',,ənˠ, ən̪ˠ,'ʊn̪ˠ,62,0.73
'luath',,l̪ˠuə,lˠuəç,50,0.67
'coillte',,ˈkoil̠ʲtʲə, ˈkɞl̠ʲtʲə,ˈkɛl̠ʲtʲə,93,0.94
'gléasta',,ˈɟlʲeːsˠt̪ˠə,ˈɟlʲeːsˠt̪ˠə,100,1.0
'coill',,kel̠ʲ,kɔlˠ,28,0.58
'shé',,heː,heː,100,1.0
'bunábhar',,ˈbˠʊnˠˌɑːwəɾˠ,ˈbˠʊn̪ˠáiːəɾˠ,69,0.77
'clais',,klˠaʃ, kl̪ˠaʃ,klˠaʃ,100,1.0
'blais',,bˠlˠaʃ,bˠlˠaʃ,100,1.0
'glais',,ɡlˠaʃ,ɡlˠaʃ,100,1.0
'buaine',,ˈbˠuənʲə,ˈbˠuənʲə,100,1.0
'easparta',,ˈasˠpˠəɾˠt̪ˠə,ˈasˠpˠəɾˠt̪ˠə,100,1.0
'mathúin',,ˈmˠahuːnʲ,ˈmˠahúnʲ,76,0.81
'Daidí na Nollag',,ˌd̪ˠadʲiː n̪ˠə ˈnˠɔl̪ˠəɡ,ˈd̪ˠadʲiː n̪ˠə n̪ˠoːlˠəɡ,76,0.81
'tógfar',,ˈt̪ˠoːkfˠəɾˠ,ˈt̪ˠoːɡfˠəɾˠ,90,0.91
'mhallaigh',,ˈwal̪ˠə,ˈwalˠə,81,0.85
'fianna',,ˈfʲiən̪ˠə,ˈfʲiən̪ˠə,100,1.0
'daoirse',,ˈd̪ˠiːɾˠʃə,ˈd̪ˠiːɾʲʃə,88,0.90
'darna',,ˈd̪ˠɑːɾˠn̪ˠə,ˈd̪ˠaɾˠn̪ˠə,81,0.85
'míre',,ˈmʲiːɾʲə,ˈmʲiːɾʲə,100,1.0
'bagairt',,ˈbˠaɡəɾˠtʲ,ˈbˠaɡəɾʲtʲ,88,0.89
'ngé',,ɲeː,ŋeː,60,0.71
'saoirse',,ˈsˠiːɾˠʃə,ˈsˠiːɾʲʃə,87,0.89
'crith',,cɾʲi(h), cɾʲiç,cɾʲɪç,77,0.82
'acmhainn',,ˈakuːn̠ʲ,ˈakwən̪ˠ,50,0.67
'bun ribe',,bˠʌnˠ ˈɾˠɨ̞bʲə,ˈbˠɪnʲ ɾʲɪbʲə,45,0.65
'Antóin',,ˈan̪ˠt̪ˠoːnʲ,ˈan̪ˠt̪ˠónʲ,84,0.86
'Cásc',,kɑːsˠk,kɑːsˠk,100,1.0
'tairne',,ˈt̪ˠɑːɾˠn̠ʲə,ˈt̪ˠaɾʲnʲə,63,0.73
'mbris',,mʲɾʲɪʃ,mʲɾʲɪʃ,100,1.0
'uireasa',,ˈɪɾʲəsˠə,ˈɪɾʲəsˠə,100,1.0
'ionsaí',,ˈɔnˠsˠiː,ˈiən̪ˠsˠiː,75,0.80
'paindéim',,pˠanʲ.dʲeːmʲ,ˈpˠanʲədʲeːmʲ,80,0.83
'ndoirse',,ˈn̪ˠɔɾˠʃə,n̪ˠˈɛɾʲʃə,58,0.71
'cadhnraí',,ˈkəinˠɾˠiː,ˈkɪn̠̪ˠɾˠiː,68,0.76
'tuarastal',,ˈt̪uəɾˠəsˠt̪əlˠ,ˈt̪ˠuəɾˠəsˠt̪ˠəlˠ,86,0.88
'cloigeann',,ˈklˠeɟən̪ˠ,ˈklˠɛɟən̪ˠ,88,0.89
'altfaidh',,ˈal̪ˠt̪ˠiː, ˈal̪ˠt̪ˠə,ˈɛl̠ˠt̪ˠfˠə,68,0.76
'lachan',,ˈl̪ˠaxənˠ,ˈlˠaxən̪ˠ,71,0.78
'Béarlach',,ˈbʲeːɾˠl̪ˠəx,ˈbʲeːɾˠlˠəx,90,0.91
'Seoirse',,ˈʃoːɾˠʃə,ˈʃoːɾʲʃə,86,0.88
'inní',,ˈɪn̠ʲiː,ˈɪnʲiː,83,0.86
'mallaigh',,ˈmˠal̪ˠə,ˈmˠalˠə,84,0.87
'camall',,ˈkamˠəl̪ˠ,ˈkamˠəlˠ,85,0.88
'grá mo chroí',,ɡɾˠaː mˠə xɾˠiː,ˈɡɾˠɑː mˠɔ xɾˠoiː,78,0.82
'giúistís',,ˈɟuːʃtʲiːʃ,ˈɟúʃtʲiːʃ,82,0.85
'gcuireann',,ˈɡɪɾʲən̪ˠ,ɡˈɪɾʲən̪ˠ,76,0.81
'sa bhaile',,sˠə ˈwalʲə,sˠə ˈwalʲə,100,1.0
'sheol',,çɔːlˠ, çɔːl̪ˠ,hoːlˠ,55,0.69
'saoistí',,ˈsˠiːʃtʲiː,ˈsˠiːʃtʲiː,100,1.0
'dhearnas',,ˈjaːɾˠn̪ˠəsˠ,ˈjaɾˠn̪ˠəsˠ,90,0.91
'cad is ainm duit',,kad̪ˠ əs ˈanʲəmʲ d̪ˠɪtʲ,ˈkadʲ əsˠ an̪ˠmˠ d̪ˠət̪ˠ,44,0.64
'cluiche',,ˈklˠifʲə, ˈklˠufʲə, ˈklˠɨfʲə,ˈklˠəhə,66,0.75
'baist',,bˠaʃtʲ,bˠaʃtʲ,100,1.0
'cúinge',,ˈkuːɲɪ,ˈkúɲə,60,0.71
'isteach',,əʃˈtʲax,ˈɪʃtʲəx,41,0.63
'ghoile',,ˈɣɛlʲə,ˈɣɛlʲə,100,1.0
'bréig',,bʲɾʲeːɟ,bʲɾʲeːc,83,0.86
'gloiní',,ˈɡlˠɪnʲiː, ˈɡl̪ˠɪnʲiː,ˈɡlˠɛnʲiː,93,0.94
'Rónán',,ˈɾˠoːnˠɑːnˠ,ˈɾˠoːn̪ˠɑːn̪ˠ,82,0.85
'Meán Fómhair',,ˌmʲɑːn̪ˠ ˈfoːwəɾʲ,ˈmʲeɑːn̪ˠ fˠoːəɾʲ,78,0.82
'gleanna',,ˈɟlʲaːn̪ˠə,ˈɟlʲan̪ˠə,88,0.89
'plána',,ˈpˠlˠɑːnˠə,ˈpˠlˠɑːn̪ˠə,89,0.90
'Macha',,ˈmˠaxə,ˈmˠaxə,100,1.0
'driseach',,ˈdʲɾʲɪʃəx,ˈdʲɾʲɪʃəx,100,1.0
'nodaire',,ˈn̪ˠɔd̪ˠəɾʲə,ˈn̪ˠɔd̪ˠəɾʲə,100,1.0
'tánaiste',,ˈt̪ˠɑːnˠəʃtʲə,ˈt̪ˠɑːn̪ˠəʃtʲə,92,0.93
'suan',,sˠuənˠ,sˠuən̪ˠ,81,0.85
'uaigneach',,ˈuəɟnʲəx,ˈuəɟnʲəx,100,1.0
'nglacfaidh',,ˈŋlˠakə,ˈŋlˠakfˠə,78,0.82
'buan',,bˠuən̪ˠ,bˠuən̪ˠ,100,1.0
'banaltra',,ˈbˠanˠəl̪ˠt̪ˠɾˠə,ˈbˠan̪ˠəl̪ˠt̪ˠɾˠə,93,0.94
'uireasach',,ˈɪɾʲəsˠəx,ˈɪɾʲəsˠəx,100,1.0
'chéasta',,ˈçeːsˠt̪ˠə,ˈçeːsˠt̪ˠə,100,1.0
'riaráiste',,ˈɾˠiːɾˠɑːʃtʲə,ˈɾʲiəɾˠɑːʃtʲə,83,0.86
'duan',,d̪ˠuənˠ, d̪ˠuən̪ˠ,d̪ˠuən̪ˠ,100,1.0
'cuan',,kuən̪ˠ,kuən̪ˠ,100,1.0
'foighid',,fˠaidʲ, fˠəidʲ,ˈfˠɛjədʲ,53,0.68
'stiall',,ʃtʲiəl̪ˠ,ˈʃtʲiəlˠ,69,0.76
'srath',,sˠɾˠa(h),sˠɾˠaç,72,0.79
'amanna',,ˈamˠən̪ˠə,ˈamˠən̪ˠə,100,1.0
'buachaill',,ˈbˠuəxəl̠ʲ,ˈbˠuəxəlˠ,81,0.84
'rochtain',,ˈɾˠɔxt̪ˠənʲ,ˈɾˠɔxt̪ˠənʲ,100,1.0
'halt',,hal̪ˠt̪ˠ,hɛl̠ˠt̪ˠ,76,0.81
'goidte',,ˈɡɞtʲə,ˈɡɛdʲtʲə,71,0.78
'cónaí',,ˈkuːnˠiː,ˈkoːn̪ˠiː,78,0.82
'searbhas',,ˈʃaɾˠəwəsˠ,ˈʃaɾˠwəsˠ,88,0.89
'Málta',,ˈmˠɑːl̪ˠt̪ˠə,ˈmˠɑːl̪ˠt̪ˠə,100,1.0
'cineálta',,ˈcɪnˠɑːl̪ˠt̪ˠə,ˈcɪnʲeɑːl̪ˠt̪ˠə,88,0.89
'ceathrair',,ˈcahɾˠəɾʲ,ˈcahɾˠəɾʲ,100,1.0
'áras',,ˈɑːɾˠəsˠ,ˈɑːɾˠəsˠ,100,1.0
'smaoineamh',,ˈsˠmˠiːnʲuː,ˈsˠmˠiːnʲəu,82,0.85
'deagánach',,ˈdʲaɡɑːn̪ˠəx,ˈdʲaɡɑːn̪ˠəx,100,1.0
'stagún',,ˈsˠt̪ˠaɡuːnˠ, ˈsˠt̪ˠaɡuːn̪ˠ,ˈsˠt̪ˠaɡuːn̪ˠ,100,1.0
'éillín',,ˈeːl̠ʲiːnʲ,ˈeːlʲiːnʲ,87,0.89
'brúitín',,ˈbˠɾˠuːtʲiːnʲ,ˈbˠɾˠútʲiːnʲ,85,0.88
'slis',,ˈʃl̠ʲɪʃ,ʃlʲɪʃ,69,0.76
'Cabúl',,kaˈbˠuːlˠ, kaˈbˠuːl̪ˠ,ˈkabˠuːlˠ,69,0.76
'faillí',,ˈfˠal̠ʲiː,ˈfˠalˠiː,78,0.82
'bhfágálacha',,ˈwɑːɡɑːlˠəxiː, ˈwɑːɡɑːlˠəxə,wˈɑːɡɑːlˠəxə,90,0.92
'ród',,ɾˠoːd̪ˠ,ɾˠoːd̪ˠ,100,1.0
'tigh',,tʲiː,tʲɪ,50,0.67
'cuaird',,kuəɾˠdʲ,ˈkuəɾʲdʲ,69,0.76
'tusa',,ˈt̪ˠʊsˠə,ˈt̪ˠʊsˠə,100,1.0
'duais',,ˈd̪ˠuəʃ,ˈd̪ˠuəʃ,100,1.0
'seinm',,ˈʃɛnʲəmʲ,ʃɛn̠ʲmʲ,57,0.70
'dronuilleog',,ˈd̪ˠɾɔnˠˌɪl̠ʲoːɡ,ˈd̪ˠɾˠən̪ˠəlˠoːɡ,64,0.74
'thigh',,hiː,hɪ,25,0.57
'diúltú',,ˈdʲuːl̪ˠt̪ˠuː,ˈdʲuːl̪ˠt̪ˠuː,100,1.0
'righ',,ɾˠiː,ɾʲɪ,28,0.58
'dúlra',,ˈd̪ˠuːlˠɾˠə,ˈd̪ˠuːl̪ˠɾˠə,90,0.91
'nigh',,n̠ʲiː,nʲɪ,37,0.62
'dáiríre',,d̪ˠɑːˈɾʲiːɾʲə,ˈd̪ˠɑːɾʲiːɾʲə,83,0.86
'gliú beach',,ˌɟlʲuː ˈbʲax,ˈɟlʲuː bʲax,83,0.86
'ngort',,ŋɔɾˠt̪ˠ,ŋɔɾˠt̪ˠ,100,1.0
'troda',,ˈt̪ˠɾˠɔd̪ˠə,ˈt̪ˠɾˠɔd̪ˠə,100,1.0
'bogearraí',,ˈbˠoɟəɾˠiː,ˈbˠɪɟəɾˠiː,88,0.90
'stuif',,sˠt̪ˠɪfʲ,sˠt̪ˠʊfˠ,69,0.76
'mbróin',,mˠɾˠoːnʲ,ˈmˠɾˠónʲ,64,0.74
'Bré',,bʲɾʲeː,bʲɾʲeː,100,1.0
'péist',,pʲeːʃtʲ,pʲeːʃtʲ,100,1.0
'veigeán',,ˈvʲɛɟɑːnˠ,vˈɛɟeɑːn̪ˠ,58,0.71
'pasam',,ˈpˠasˠəmˠ,ˈpˠasˠəmˠ,100,1.0
'mharbh',,ˈwarˠuː,waɾˠw,30,0.59
'Cian',,ˈciənˠ,ˈciən̪ˠ,81,0.85
'chan',,xanʲ, xan̪ˠ,xan̪ˠ,100,1.0
'aicme',,ˈacmʲə,ˈacmʲə,100,1.0
'gnéas',,ɟnʲeːsˠ, ɟɾʲeːsˠ,ɟɾʲeːsˠ,100,1.0
'tuathail',,ˈt̪ˠuəhəlʲ,ˈt̪ˠuəhəlʲ,100,1.0
'fréamhshamhail',,ˈfʲɾʲeːvˠ.hawəlʲ,ˈfʲɾʲeːwhəuəlʲ,70,0.77
'ndearnas',,ˈn̠ʲaːɾˠn̪ˠəsˠ,nʲˈaɾˠn̪ˠəsˠ,70,0.77
'fhuinneoig',,ˈɪn̠ʲoːɟ,ˈɪnʲoːc,71,0.78
'phrioc',,fʲɾʲʊk,ˈfʲɾʲiək,61,0.72
'buachalán',,ˈbˠuəxəlˠɑːnˠ, ˈbˠuəxəl̪ˠɑːn̪ˠ,ˈbˠuəxəlˠɑːn̪ˠ,91,0.92
'beannú',,ˈbʲan̪ˠuː,ˈbʲan̪ˠuː,100,1.0
'mhná',,vˠɾˠɑː,wn̪ˠɑː,54,0.69
'aduaidh',,əˈd̪ˠuə, əˈd̪ˠuəj,ˈad̪ˠuə,75,0.80
'dtéann',,dʲeːn̪ˠ,dʲeːnʲ,63,0.73
'Catalóin',,ˈkatˠəl̪ˠoːnʲ,ˈkat̪ˠəlˠónʲ,65,0.74
'déantóir',,ˈdʲeːn̪ˠt̪ˠoːɾʲ,ˈdʲeːn̠̪ˠt̪ˠóɾʲ,80,0.84
'dráma',,ˈd̪ˠɾˠɑːmˠə,ˈd̪ˠɾˠɑːmˠə,100,1.0
'faisean',,ˈfˠaʃənˠ, ˈfˠaʃən̪ˠ,ˈfˠaʃən̪ˠ,100,1.0
'abhrasóir',,ˈavˠɾˠəsˠoːɾʲ,ˈəuɾˠəsˠóɾʲ,68,0.76
'abhacád',,ˈavˠəkɑːd̪ˠ,ˈɪəkɑːd̪ˠ,77,0.82
'cúlán',,ˈkuːlaːn,ˈkuːlˠɑːn̪ˠ,55,0.69
'rós',,ɾˠoːsˠ,ɾˠoːsˠ,100,1.0
'bhris',,vʲɾʲɪʃ,vʲɾʲɪʃ,100,1.0
'bheirimid',,ˈvʲɛɾʲəmʲədʲ,ˈvʲɛɾʲəmʲədʲ,100,1.0
